movieId,nameMovie,guionistas,subjects,directores,actores,genres
111655,Satans School for Girls (1973),Arthur A. Ross,,David Lowell Rich,Lloyd Bochner| Kate Jackson| Jamie Smith-Jackson| Pamela Franklin,
112614,Eye of the Cat (1969),Joseph Stefano,,David Lowell Rich,Eleanor Parker| Tim Henry| Gayle Hunnicutt| Michael Sarrazin,
126148,La Bande du drugstore (2002),Jean Helpert,,François Armanet,Alice Taglioni| Aurélien Wiik| Mathieu Simonet| Cécile Cassel,
33267,On Borrowed Time (1939),"Lawrence Edward Watkin| Claudine West| Alice D.G. Miller| Paul Osborn| ""Frank ONeill""",,Harold S. Bucquet,Lionel Barrymore| Beulah Bondi| Una Merkel| Cedric Hardwicke,
46,How to Make an American Quilt (1995),Whitney Otto| Jane Anderson,American_coming-of-age_films|Films_based_on_American_novels|Films_with_screenplays_by_Jane_Anderson|Films_scored_by_Thomas_Newman|1990s_female_buddy_films|American_films|Amblin_Entertainment_films|1990s_coming-of-age_films|1995_films|Films_directed_by_Jocelyn_Moorhouse|Films_set_in_country_houses|Universal_Pictures_films,Jocelyn Moorhouse,Dermot_Mulroney|Derrick_O'Connor|Alfre_Woodard|Lois_Smith|Loren_Dean|Jean_Simmons|Kate_Capshaw|Kate_Nelligan|Samantha_Mathis|Anne_Bancroft|Rip_Torn|Ellen_Burstyn|Mykelti_Williamson|Maya_Angelou|Winona_Ryder,Drama|Romance
129380,Innocence and Desire (1974),Gianfranco Clerici,,Massimo Dallamano,Anna Maria Pescatori| Vittorio Caprioli| Edwige Fenech| Lionel Stander,
571,Wedding Gift| The (1994),Deric Longden| Jack Rosenthal,,Richard Loncraine,Sian Thomas| Jim Broadbent| Julie Walters| Thora Hird,
114234,Uncle Marin| the Billionaire (Nea Marin miliardar) (Uncle Martin| the Multimillionaire) (1979),Eugen Barbu| Eugen Burada| Vintilä Corbul,,Sergiu Nicolaescu,Amza Pellea| Stefan Mihailescu-Braila| Draga Olteanu Matei| Jean Constantin,
147907,Midnight Manhunt (1945),David Lang,,William C. Thomas,George Zucco| Leo Gorcey| Ann Savage| William Gargan,
142782,Vanessa: Her Love Story (1935),Lenore J. Coffee| Hugh Walpole,,William K. Howard,Robert Montgomery| Helen Hayes| Otto Kruger| May Robson,
182495,Father and Guns 2 (2017),Eric K. Boulianne| Sébastien Ravary,,Émile Gaudreault,Karine Vanasse| Michel Côté| Louis-José Houde| Patrice Robitaille,
111995,Jayne Mansfields Car (2012),Tom Epperson,,Billy Bob Thornton,Tippi Hedren| Kevin Bacon| Ray Stevenson| Robert Patrick,
78827,Bluebeard (Barbe Bleue) (2009),Charles Perrault,,Catherine Breillat,Daphné Baiwir| Dominique Thomas| Marilou Lopes-Benites| Lola Créton,
179587,A Dash of Love (2017),Judith Berg| Sib Ventress| Sandra Berg,,Christie Will Wolf,Kandyse McClure| Brendan Penny| Jen Lilley| Peri Gilpin,
128291,Love is My Profession (1958),Pierre Bost| Jean Aurenche| Georges Simenon,,Claude Autant-Lara,Brigitte Bardot| Edwige Feuillère| Nicole Berger| Jean Gabin,
128169,Beethovens 3rd (2000),Jeff Schechter| Amy Holden Jones| John Hughes,,David Mickey Evans,Joe Pichler| Michaela Gallo| Julia Sweeney| Judge Reinhold,
101538,Smitty (2012),Michael Baumgarten,,David Mickey Evans,Brandon Tyler Russell| Peter Fonda| Mira Sorvino| Freddie James,
148206,Escape from the Bronx (1983),Tito Carpi,,Enzo G. Castellari,"Mark Gregory| Giancarlo Prete| ""Valeria DObici""| Henry Silva",
188307,Hotel Transylvania 3: Summer Vacation (2018),Michael McCullers,,Genndy Tartakovsky,Selena Gomez| Adam Sandler| Andy Samberg| Kevin James,
112697,After Tonight (1933),Robert Benchley| Albert S. Le Vino| Jane Murfin| Worthington Miner,,George Archainbaud,Gilbert Roland| Sam Godfrey| Constance Bennett| Edward Ellis,
57640,Hellboy II: The Golden Army (2008),Mike Mignola,,Guillermo del Toro,Ron Perlman| Selma Blair| Doug Jones| John Alexander,
178401,Lucky (2017),Logan Sparks| Drago Sumonja,,John Carroll Lynch,Harry Dean Stanton| Ron Livingston| Ed Begley Jr.| David Lynch,
140976,Supersonic Man (1979),Sebastian Moi,,Juan Piquer Simón,Cameron Mitchell| Antonio Cantafora| José Luis Ayestarán| Diana Polakov,
7771,Zorba the Greek (Alexis Zorbas) (1964),Nikos Kazantzakis,,Michael Cacoyannis,Irene Papas| Alan Bates| Anthony Quinn| Lila Kedrova,
25966,Greatest Love| The (Europa 51) (1952),Sandro De Feo| Ivo Perilli| Mario Pannunzio| Brunello Rondi,,Roberto Rossellini,Ettore Giannini| Giulietta Masina| Ingrid Bergman| Alexander Knox,
7480,Under Fire (1983),Clayton Frohman| Ron Shelton,,Roger Spottiswoode,Ed Harris| Nick Nolte| Joanna Cassidy| Gene Hackman,
127038,Matthews Days (1968),Tarjei Vesaas| Wojciech Solarz,,Witold Leszczynski,Aleksander Fogiel| Franciszek Pieczka| Anna Milewska| Wirgiliusz Gryn,
190517,Flirting with Disaster (1991),Vladimir Kuznetsov| Mikhail Gart,,Anatoliy Bobrovskiy,Vladimir Etush| Aleksey Zharkov| Elena Popova| Viktor Pavlov,
49422,OSS 117: Cairo| Nest of Spies (OSS 117: Le Caire nid despions) (2006),Jean-François Halin| Jean Bruce,,Michel Hazanavicius,Khalid Maadour| François Damiens| Jean Dujardin| Youssef Hamid,
53280,Breed| The (2006),Robert Conte| Peter Wortmann,,Nicholas Mastandrea,Taryn Manning| Eric Lively| Michelle Rodriguez| Oliver Hudson,
131118,Siegfried (2005),Herman Weigel,,Sven Unterwaldt Jr.,Tom Gerhardt| Axel Neumann| Dorkas Kiefer| Volker Büdts,
149470,Love| Pain and Vice Versa (2008),Blas Valdez| Alex Marino,,Alfonso Pineda Ulloa,Bárbara Mori| Joaquín Cosio| Leonardo Sbaraglia| Marina de Tavira,
181309,Być jak Kazimierz Deyna (2012),Radoslaw Paczocha,,Anna Wieczur-Bluszcz,Grzegorz Ciagardlak| Przemyslaw Bluszcz| Jacek Bursztynowicz| Sonia Bohosiewicz,
168470,The Island 2: The Hunt for the Lost Treasure (2011),Elena Solomou| Kostis Papadopoulos| Yiannis Iakovidis,,Antonis Aggelopoulos,Elissavet Konstantinidou| Vladimiros Kiriakidis| Eleni Kastani| Mihalis Marinos,
160988,The Student (2016),Marius von Mayenburg,,Kirill Serebrennikov,Viktoriya Isakova| Aleksandr Gorchilin| Yuliya Aug| Pyotr Skvortsov,
193347,Wallander 01 - Innan Frosten (2005),Henning Mankell| Stefan Ahnhem| Per Berglund,,Kjell-Åke Andersson,Johanna Sällström| Ellen Jelinek| Krister Henriksson| Ola Rapace,
162858,Casanegra (2009),Youssef Fade| Haitham Idrissi,,Nour Eddine Lakhmari,Anas El Baz| Ghita Tazi| Mohamed Benbrahim| Omar Lotfi,
90264,Pinocchio (1976),Carlo Collodi,,Ron Field| Sid Smith,Flip Wilson| Sandy Duncan| Clive Revill| Danny Kaye,
109773,Crazy Kind of Love (2013),April Stevens| Karen McCullah,,Sarah Siegel-Magness,Amanda Crew| Graham Rogers| Virginia Madsen| Zach Gilford,
104952,I Was a Teenage Zombie (1987),Steve McKoy| James Aviles Martin,,John Elias Michalakis,Michael Rubin| Steve McCoy| George Seminara| Craig Sabin,
156595,La escopeta nacional (1978),Rafael Azcona,,Luis García Berlanga,Luis Escobar| Rafael Alonso| Agustín González| Antonio Ferrandis,
152151,Cannibal (2013),Alejandro Hernández| Humberto Arenal,,Manuel Martín Cuenca,María Alfonsa Rosso| Antonio de la Torre| Olimpia Melinte| Florin Fildan,
145943,The Lies of the Victors (2015),Ulrich Peltzer,,Christoph Hochhäusler,Florian David Fitz| Horst Kotterba| Ursina Lardi| Lilith Stangenberg,
1360,Identification of a Woman (Identificazione di una donna) (1982),Tonino Guerra| Gérard Brach,Films_set_in_Italy|Italian_drama_films|Italian-language_films|Italian_films|1982_drama_films|1982_films|Films_directed_by_Michelangelo_Antonioni|Films_with_screenplays_by_Tonino_Guerra|Films_about_film_directors_and_producers,Michelangelo Antonioni,Tomas Milian| Daniela Silverio| Lara Wendel| Christine Boisson,Drama
140679,Bloody Friday (1972),Fernando Di Leo| Valeria Bonamano,,Rolf Olsen| Lee Payant,Amadeus August| Gianni Macchia| Raimund Harmstorf| Christine Böhm,
2644,Dracula (1931),Bram Stoker| Hamilton Deane| Garrett Fort| John L. Balderston,1931_films|1931_horror_films|1931_multilingual_films|Gothic_horror_films|American_supernatural_horror_films|Films_based_on_adaptations|Films_set_in_London|Hungarian-language_films|United_States_National_Film_Registry_films|American_black-and-white_films|American_films|American_films_based_on_plays|Articles_containing_video_clips|English-language_films|Universal_Pictures_films|Censored_films|American_multilingual_films|Films_made_before_the_MPAA_Production_Code|Films_based_on_works_by_Bram_Stoker|Films_directed_by_Tod_Browning|Films_scored_by_Philip_Glass|Films_set_in_Transylvania|Dracula_films|Films_based_on_multiple_works|Obscenity_controversies_in_film|Vampires_in_film|Universal_Classic_Monsters_films,Karl Freund| Tod Browning,Edward_Van_Sloan|David_Manners|Dwight_Frye|Helen_Chandler|Bela_Lugosi,Horror
43383,Big House| The (1930),Martin Flavin| Joseph Farnham| Frances Marion,,Ward Wing| George W. Hill,Wallace Beery| Robert Montgomery| Lewis Stone| Chester Morris,
161370,The nickel-hopper (1926),Hal Roach| H.M. Walker| Frank Butler| Stan Laurel,,F. Richard Jones| Hal Yates,Jimmy Anderson| Mabel Normand| Theodore von Eltz| Michael Visaroff,
70819,The Shadow of the Eagle (1932),Wyndham Gittens| Colbert Clark,,Ford Beebe| B. Reeves Eason,Walter Miller| Kenneth Harlan| John Wayne| Dorothy Gulliver,
31351,Mayor of Hell| The (1933),Edward Chodorov| Islin Auster,,Michael Curtiz| Archie Mayo,Arthur Byron| Madge Evans| James Cagney| Allen Jenkins,
176923,Bushwick (2017),Nick Damici| Graham Reznick,,Cary Murnion| Jonathan Milott,Jeremie Harris| Dave Bautista| Angelic Zambrana| Brittany Snow,
1175,Delicatessen (1991),Gilles Adrien,,Jean-Pierre Jeunet| Marc Caro,Dominique Pinon| Jean-Claude Dreyfus| Pascal Benezech| Marie-Laure Dougnac,Comedy|Drama|Romance
106986,Life and Adventures of Santa Claus| The (1985),L. Frank Baum,,Jules Bass| Arthur Rankin Jr.,Earl Hammond| Earle Hyman| Lynne Lipton| Larry Kenney,
152641,Pinocchios Christmas (1980),Carlo Collodi| Romeo Muller,,Jules Bass| Arthur Rankin Jr.,Alan King| George S. Irving| Patricia Bright| Bob McFadden,
190853,Icaros: A Vision (2017),Abou Farman,,Matteo Norzi| Leonor Caraballo,Ana Cecilia Stieglitz| Guillermo Arévalo| Arturo Izquierdo| Filippo Timi,
6984,Tale of Two Cities| A (1935),W.P. Lipscomb| Thomas Carlyle| Charles Dickens| S.N. Behrman,,Robert Z. Leonard| Jack Conway,Edna May Oliver| Elizabeth Allan| Ronald Colman| Reginald Owen,
189439,Pluk van de Petteflet (2004),Tamara Bos| Annie M.G. Schmidt| Fiep Westendorp,,Pieter van Rijn| Ben Sombogaart,Suzanne Zuiderwijk| Janieck van de Polder| Yeshela Crommelin| Colin Tetteroo,
179879,The Crimson Ghost (1946),Jesse Duffy| Albert DeMond| Sol Shor| Basil Dickey,,William Witney| Fred C. Brannon,I. Stanford Jolley| Clayton Moore| Charles Quigley| Linda Stirling,
171183,You Cant Cheat an Honest Man (1939),George Marion Jr.| Henry Johnson| Everett Freeman| Richard Mack,,George Marshall| Edward F. Cline,"""Eddie Rochester Anderson""| Charlie McCarthy| Edgar Bergen| W.C. Fields",
117482,Merry-Go-Round (1923),"Harvey Gates| ""Mary OHara""| Finis Fox",,Erich von Stroheim| Rupert Julian,Edith Yorke| Cesare Gravina| Mary Philbin| Norman Kerry,
158406,Margarita (2012),Margaret Webb,,Laurie Colbert| Dominique Cardona,Claire Lautier| Patrick McKenna| Christine Horne| Nicola Correia-Damude,
166822,Blackwells Island (1939),Lee Katz| Crane Wilbur,,Michael Curtiz| William C. McGann,Dick Purcell| Rosemary Lane| John Garfield| Victor Jory,
183611,Game Night (2018),Mark Perez,,Jonathan Goldstein| John Francis Daley,Rachel McAdams| Kyle Chandler| Sharon Horgan| Jason Bateman,
142925,A Christmas Horror Story (2015),Doug Taylor| Sarah Larsen| James Kee,,Steven Hoban| Brett Sullivan| Grant Harvey,Zoé De Grand Maison| William Shatner| Rob Archer| George Buza,
111316,Atomic Rulers of the World (1965),Ichirô Miyagawa,,Teruo Ishii| Koreyoshi Akasaka| Akira Mitsuwa,Sachihiro Ohsawa| Minako Yamada| Ken Utsui| Junko Ikeuchi,
124003,Easy to Wed (1946),Maurine Dallas Watkins| George Oppenheimer| Dorothy Kingsley,,Edward Buzzell| Buster Keaton| Edward Sedgwick,Lucille Ball| Esther Williams| Keenan Wynn| Van Johnson,
100330,Kukuli (1961),Hernán Velarde| Sebastián Salazar Bondy,,Luis Figueroa| César Villanueva| Eulogio Nishiyama,Victor Chambi| Emilio Galli| Judith Figueroa| Lizardo Pérez,
3482,Price of Glory (2000),,2000s_sports_films|2000_drama_films|2000_films|American_films|American_boxing_films|Shoreline_Entertainment_films,,Maria_del_Mar_(actress)|Clifton_Collins_Jr.|Jon_Seda|Louis_Mandylor|Ron_Perlman|Jimmy_Smits,
3328,Ghost Dog: The Way of the Samurai (1999),,Japan_in_non-Japanese_culture|Heroic_bloodshed_films|1999_films|English-language_French_films|Films_about_the_American_Mafia|Films_shot_in_New_Jersey|Samurai_films|American_crime_drama_films|American_films|English-language_films|American_martial_arts_films|1990s_crime_drama_films|Films_about_contract_killing|Films_directed_by_Jim_Jarmusch|1999_drama_films|1999_martial_arts_films|StudioCanal_films,Jim_Jarmusch,Victor_Argo|Forest_Whitaker|Isaach_De_Bankolé|Cliff_Gorman|Henry_Silva|John_Tormey|Tricia_Vessey,Crime|Drama
669,Aparajito (1956),,Indian_coming-of-age_drama_films|Golden_Lion_winners|Films_based_on_Indian_novels|Indian_black-and-white_films|Bengali-language_films|Films_set_in_Kolkata|Indian_films|1950s_Bengali-language_films|1950s_coming-of-age_drama_films|1956_drama_films|1956_films|Films_directed_by_Satyajit_Ray|Films_scored_by_Ravi_Shankar|Films_with_screenplays_by_Satyajit_Ray|Indian_sequel_films,Satyajit_Ray,Karuna_Banerjee|Kanu_Banerjee,
3769,Thunderbolt and Lightfoot (1974),,Malpaso_Productions_films|American_crime_comedy-drama_films|American_heist_films|American_road_movies|United_Artists_films|1974_films|American_films|English-language_films|1970s_action_comedy-drama_films|1970s_crime_comedy-drama_films|1970s_road_movies|American_action_comedy-drama_films|American_buddy_comedy_films|American_chase_films|1974_directorial_debut_films|Films_directed_by_Michael_Cimino|Films_set_in_Montana|Films_shot_in_Montana,Michael_Cimino,Geoffrey_Lewis_(actor)|Jeff_Bridges|Clint_Eastwood|George_Kennedy,Action
135344,Copacabana Palace (1962),Luciano Vincenzoni| Henrique Pongetti| Sergio Amidei| Jorge Dória| Silveira Sampaio,,Steno,Mylène Demongeot| Walter Chiari| Paolo Ferrari| Sylva Koscina,
845,Day the Sun Turned Cold| The (Tianguo niezi) (1994),Hing-Dong Wong,,Ho Yim,Tsung-Hua Tou| Zi Wei| Gaowa Siqin| Jingwu Ma,
164381,Tik Tok (2016),Xiaoyang Ding,,Li Jun,Yueting Lang| Fan Yang| Wallace Chung| Lumeng Cui| Chae-yeong Lee| Jung-jae Lee,
67748,Scenes of a Sexual Nature (2006),Aschlin Ditta,,Ed Blum,Holly Aird| Hugh Bonneville| Tom Hardy| Eileen Atkins,
141118,Go Away Mr. Tumor (2015),Weizhong Zhang| Yuan Yuan,,Yan Han,Yuan Li| Daniel Wu| Zi-Xuan Zhang| Baihe Bai,
6999,Housesitter (1992),Brian Grazer| Mark Stein,,Frank Oz,Goldie Hawn| Dana Delany| Steve Martin| Julie Harris,
3150,War Zone| The (1999),Alexander Stuart,German_documentary_films|1998_films|American_documentary_films|American_films|English-language_films|German_films|Films_about_sexual_harassment|Documentary_films_about_violence_against_women|1998_documentary_films,Maggie_Hadleigh-West,Kate Ashfield| Ray Winstone| Annabelle Apsion| Lara Belmont,Drama|Thriller
2169,Dead Man on Campus (1998),Michael Traeger| Mike White| Adam Larson Broder| Anthony Abrams,American_black_comedy_films|American_buddy_films|1998_films|American_films|English-language_films|Films_about_suicide|Paramount_Pictures_films|Films_based_on_urban_legends|1990s_black_comedy_films|Films_with_screenplays_by_Mike_White|1998_comedy_films|Films_scored_by_Mark_Mothersbaugh|MTV_Films_films|Films_about_fraternities_and_sororities,Alan Cohn,Tom Everett Scott| Mark-Paul Gosselaar| Lochlyn Munro| Poppy Montgomery,Comedy
172189,Snow (2004),Rich Burns,,Alex Zamm,"Tom Cavanagh| ""Bobbe J. Thompson""| Patrick Fabian| Ashley Williams",
51080,Breach (2007),Adam Mazer| William L. Rotko,,Billy Ray,Laura Linney| Chris Cooper| Ryan Phillippe| Dennis Haysbert,
2195,Dirty Work (1998),Fred Wolf| Frank Sebastiano,Norm_Macdonald|American_films_about_revenge|Films_scored_by_Richard_Gibbs|Films_shot_in_Toronto|1998_films|American_films|Metro-Goldwyn-Mayer_films|American_buddy_comedy_films|1990s_buddy_comedy_films|Films_about_skunks|Films_directed_by_Bob_Saget|Films_with_screenplays_by_Fred_Wolf|1998_comedy_films|1998_directorial_debut_films,Bob Saget,Christopher_McDonald|Chevy_Chase|Artie_Lange|Don_Rickles|Jack_Warden|Traylor_Howard|Norm_Macdonald,Comedy
193511,Public Disturbance (2018),Dan Ahdoot| Don DeLeon| Tommy Honton,,Danny Lee,Luke Brooks| Daniel Sahyounie| Jai Brooks| Beau Brooks,
113234,Thirty-Nine Steps| The (1978),Michael Robson| John Buchan,,Don Sharp,David Warner| Eric Porter| Karen Dotrice| Robert Powell,
131672,Computer Beach Party (1987),Paul Galle,,Gary Troy,André Chimène| Stacey Nemour| Hank Amico| Hunter Vail,
182497,Avalude Ravukal (1978),Sherif,,I.V. Sasi,Janardanan| Karan| Thoppil Bhasi| Ravi Kumar| Kamal Haasan| Seema| Bahadur,
188275,Mermaids (2003),Daniel Cerone| Rebecca Swanson| Brent V. Friedman,,Ian Barry,"Nikita Ager| Erika Heynatz| ""Serah DLaine""| Daniel Frederiksen",
150748,Charlie Muffin (1979),Brian Freemantle| Keith Waterhouse,,Jack Gold,Jennie Linden| David Hemmings| Sam Wanamaker| Pinkas Braun,
181945,Wet Paint (1946),Roy Williams,,Jack King,Clarence Nash,
158910,The Nine Lives of Christmas (2014),Nancey Silvers| Sheila Roberts,,Mark Jean,Brandon Routh| Chelsea Hobbs| Stephanie Bennett| Kimberley Sustad,
179579,Sandra Browns White Hot (2016),Sandra Brown| Shelley Evans,,Mark Jean,Ken Tremblett| Sean Faris| John Schneider| Shenae Grimes-Beech,
187893,Kanden Kadhalai (2009),Pattukottai Prabhakar| Imtiaz Ali,,R. Kannan,Bharath Srinivasan| Tamannaah Bhatia| Munna| Santhanam,
61991,Miracle at St. Anna (2008),James McBride,,Spike Lee,Laz Alonso| Derek Luke| Omar Benson Miller| Michael Ealy,
152374,Hangman (2015),Simon Boyes,,Adam Mason,Ryan Simpkins| Ty Simpkins| Kate Ashfield| Jeremy Sisto,
59846,Iron Mask| The (1929),"""dArtagnan""| Jack Cunningham| Douglas Fairbanks| Alexandre Dumas| Lotta Woods",,Allan Dwan,Dorothy Revier| Belle Bennett| Marguerite De La Motte| Vera Lewis,
164171,Jeremy (2016),Ana Sofía Clerici,,Anwar Safa,Karem Momo Ruiz| Isela Vega| Paulo Galindo| Martín Castro,
157266,Kolpaçino (2009),Esat Ozcan| Suat Ozkan| Kaan Ertem,,Atil Inaç,Aydemir Akbas| Safak Sezer| Ali Sürmeli| Ali Çatalbas,
7213,Divorce American Style (1967),Robert Kaufman| Norman Lear,,Bud Yorkin,Debbie Reynolds| Jason Robards| Jean Simmons| Dick Van Dyke,
159922,The Shaolin Avengers (1976),Kuang Ni,,Cheh Chang,Yen-Tsan Tang| Sheng Fu| Kuan-Chun Chi| Chi-Chin Ma,
184161,Königin der Nacht (2016),Burt Weinshanker| Katrin Bühlig,,Emily Atef,Silke Bodenbender| Hary Prinz| Cornelia Gröschel| Peter Schneider,
5075,Waydowntown (2000),James Martin| Patrick McLaughlin,,Gary Burns,Don McKellar| Gordon Currie| Fab Filippo| Marya Delver,
158940,A Bride for Christmas (2012),Barbara Kymlicka,,Gary Yates,Sage Brocklebank| Andrew W. Walker| Kimberley Sustad| Arielle Kebbel,
66581,Still Waiting... (2009),Rob McKittrick,,Jeff Balis,Steve Howey| John Michael Higgins| Adam Carolla| Rob Benedict,
178511,Pornopung (2013),Mads Larsen| Harald Mæle Jr.,,Johan Kaos,Anders Rydning| Herbert Nordrum| Ole Christoffer Ertvaag| Gitte Witt,
137797,The Lady and the Highwayman (1989),Barbara Cartland| Terence Feely,,John Hough,Oliver Reed| Claire Bloom| Emma Samms| Christopher Cazenove,
72694,Shrink (2009),Henry Reardon| Thomas Moffett,,Jonas Pate,Joe Nunez| Keke Palmer| Mark Webber| Kevin Spacey,
167592,The Twelve Gold Medallions (1970),Di-Yi Chen,,Kang Cheng,Ping Chin| Chiao Chiao| Miao Ching| Hua Yueh,
176219,Cadet Kelly (2002),Gail Parent| Michael Walsh,,Larry Shaw,Hilary Duff| Gary Cole| Shawn Ashmore| Christy Carlson Romano,
31909,Dr. Giggles (1992),Graeme Whifler,,Manny Coto,Glenn Quinn| Holly Marie Combs| Cliff De Young| Larry Drake,
166338,Young Man of Manhattan (1930),Robert Presnell Sr.| Daniel Reed| Katharine Brush,,Monta Bell,Norman Foster| Ginger Rogers| Charles Ruggles| Claudette Colbert,
128504,Lasa y Zabala (2014),Joanes Urkixo,,Pablo Malo,Oriol Vila| Unax Ugalde| Francesc Orella| Jon Anza,
183207,Nuts! (2016),Thom Stylinski,,Penny Lane,John Causby| Kelly Mizell| Andy Boswell| Gene Tognacci,
79010,Marie and Bruce (2004),Wallace Shawn,,Tom Cairns,Matthew Broderick| Bob Balaban| Julianne Moore| Brian McConnachie,
27140,Candyman 3: Day of the Dead (1999),Alfredo Septién| Clive Barker,,Turi Meyer,"""Donna DErrico""| Jsu Garcia| Wade Williams| Tony Todd",
31700,Because of Winn-Dixie (2005),Joan Singleton| Kate DiCamillo,,Wayne Wang,AnnaSophia Robb| Eva Marie Saint| Cicely Tyson| Jeff Daniels,
58904,Chan Is Missing (1982),Isaac Cronin,,Wayne Wang,Laureen Chew| Wood Moy| Marc Hayashi| Peter Wang,
36816,Angel in My Pocket (1969),Everett Greenbaum| James Fritzell,,Alan Rafkin,Jerry Van Dyke| Lee Meriwether| Andy Griffith| Kay Medford,
153985,The Girl with the Red Hair (1981),Pieter de Vos| Theun de Vries,,Ben Verbong,Renée Soutendijk| Loes Luca| Johan Leysen| Peter Tuinman,
132323,Act of Vengeance (1974),H.R. Christian| David Kidd,,Bob Kelljan,Jennifer Lee Pryor| Lisa Moore| Jo Ann Harris| Peter Brown,
138822,Made In Paris (1966),Stanley Roberts,,Boris Sagal,Edie Adams| Ann-Margret| Louis Jourdan| Richard Crenna,
129215,Child in the House (1956),Janet McNeill| Aubrey Danvers-Walker,,Cy Endfield,Phyllis Calvert| Stanley Baker| Eric Portman| Mandy Miller,
882,Trigger Effect| The (1996),James Burke,Amblin_Entertainment_films|Gramercy_Pictures_films|1990s_thriller_films|1996_films|Films_set_in_California|Films_shot_in_California|American_films|American_thriller_films|English-language_films|Films_directed_by_David_Koepp|Films_scored_by_James_Newton_Howard|Films_with_screenplays_by_David_Koepp|1996_directorial_debut_films,David Koepp,Dermot Mulroney| Richard T. Jones| Elisabeth Shue| Kyle MacLachlan,Drama|Thriller
84387,Boogie Woogie (2009),Danny Moynihan,,Duncan Ward,Heather Graham| Gillian Anderson| Alan Cumming| Danny Huston,
181711,Akaton mies (1983),Seppo Lappalainen,,Edvin Laine,Ahti Kuoppala| Martti Järvinen| Elisabeth Haavisto| Ahti Jokinen,
118089,Sport| Sport| Sport (1970),Bella Akhmadulina| German Klimov,,Elem Klimov,Zinoviy Gerdt| Yelena Novozhilova| Vladimir Andreyev| Georgiy Svetlani,
141960,Lost After Dark (2014),Bo Ransdell,,Ian Kessner,Jesse Camacho| Sarah Fisher| Mark Wiebe| Kendra Leigh Timmins,
135859,Rewind (2013),Justin Marks,,Jack Bender,Shane McRae| Robbie Jones| Keon Alexander| Jennifer Ferrin,
182037,Tea for Two Hundred (1948),Nick George| Bill Berg,,Jack Hannah,Pinto Colvig| Clarence Nash,
166157,The Ride (1994),Martin Dostal,,Jan Sverák,Radek Pastrnák| Filip Renc| Jakub Spalek| Anna Geislerová,
144336,Kotsutsubo (2012),Yoshimasa Akamatsu| Yûsuke Yamada,,Jirô Nagae,Kenta Itogi| Rurika Yokoyama| Ai Shinozaki| Natsumi Matsubara,
6979,WarGames (1983),Walon Green| Walter F. Parkes| Lawrence Lasker,,John Badham,Dabney Coleman| Ally Sheedy| Matthew Broderick| John Wood,
125393,Ride| Vaquero! (1953),Frank Fenton,,John Farrow,Howard Keel| Robert Taylor| Ava Gardner| Anthony Quinn,
139749,Pickup on 101 (1972),Anthony Blake,,John Florea,Hal Baylor| Lesley Ann Warren| Martin Sheen| Jack Albertson,
110399,Boots and Saddles (1937),Oliver Drake| Jack Natteford,,Joseph Kane,Ronald Sinclair| Judith Allen| Gene Autry| Smiley Burnette,
186085,My Brother Jack (2001),Sue Smith| George Johnston| John Alsop,,Ken Cameron,Simon Lyndon| Matt Day| William McInnes| Claudia Karvan,
32483,Ruggles of Red Gap (1935),Harlan Thompson| Walter DeLeon| Humphrey Pearson| Harry Leon Wilson,,Leo McCarey,Charles Ruggles| Charles Laughton| Zasu Pitts| Mary Boland,
124845,Good Sam (1948),John D. Klorer| Ken Englund,,Leo McCarey,Ann Sheridan| Edmund Lowe| Gary Cooper| Ray Collins,
142624,Davy Crockett| Indian Scout (1950),Ford Beebe| Richard Schayer,,Lew Landers,Phillip Reed| George Montgomery| Ellen Drew| Noah Beery Jr.,
105382,This is Our Time (2013),Andrea Gyertson Nasfell,,Lisa Arnold,T.J. Dalrymple| Shawn-Caulin Young| Kate Cobb| Matthew Florida,
31247,Fighting Sullivans| The (Sullivans| The) (1944),Mary C. McCall Jr.| Edward Doherty| Jules Schermer,,Lloyd Bacon,Edward Ryan| Selena Royle| Anne Baxter| Thomas Mitchell,
4016,Emperors New Groove| The (2000),John Norton| Chris Williams| Stephen J. Anderson| David Reynolds| Don Hall,,Mark Dindal,Patrick Warburton| David Spade| Eartha Kitt| John Goodman,
143559,L.A. Slasher (2015),Tim Burke| Sean Decker| Elizabeth Morris,,Martin Owen,Eric Roberts| Andy Dick| Abigail Wright| Mischa Barton,
151675,Lazer Team (2016),Josh Flanagan| Chris Demarais,,Matt Hullum,Burnie Burns| Michael Jones| Gavin Free| Colton Dunn,
148917,Gangsta Granny (2013),Andy Riley| Kevin Cecil,,Matt Lipsey,Reece Buttery| Miranda Hart| Julia McKenzie| David Walliams,
168328,Ingrid Goes West (2017),David Branson Smith,,Matt Spicer,"Wyatt Russell| ""OShea Jackson Jr.""| Elizabeth Olsen| Aubrey Plaza",
193011,The Bobot (2018),Ivan Timshyn,,Max Ksjonda,Ivanna Borodai| Arsen Shavlyuk| Taras Shevchenko| Volodymyr Rashchuk,
171581,Flower (2017),Matt Spicer| Alex McAulay,,Max Winkler,Zoey Deutch| Kathryn Hahn| Adam Scott| Tim Heidecker,
53996,Transformers (2007),Alex Kurtzman| John Rogers| Roberto Orci,,Michael Bay,Megan Fox| Josh Duhamel| Shia LaBeouf| Tyrese Gibson,
